,,,,,,,,,2 QB,Dynasty,Dynasty 2 QB,AAV,,Health Report,
Rank,Name,Team,Pos,Fantrax,Sleeper,ESPN,MFL,NFFC,Sleeper,Sleeper,Sleeper,MFL,ESPN,Status,Injury
T619,Kobe Lewis,FA,RB,-,-,-,-,-,335.00,-,-,,,,
T619,Phillip Lindsay,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Lorenzo Lingard,FA,RB,-,-,-,-,-,367.00,-,-,,,,
T619,Taiwan Jones,FA,RB,-,-,170.00,-,-,-,-,-,,,,
T619,Tony Jones,FA,RB,-,-,170.00,-,240.95,-,-,-,,,,
T619,Velus Jones,SEA,RB,-,-,170.00,-,-,-,-,-,,,,
T619,Xavier Jones,FA,RB,-,-,-,-,-,-,-,-,,,Ques,Achilles
T619,Jawhar Jordan,HOU,RB,-,-,170.00,-,241.18,-,-,-,,,,
T619,MarShawn Lloyd,GB,RB,275.86,-,170.00,193.28,231.10,261.40,-,228.20,2.32,,Ques,Hamstring
T619,T.J. Logan,FA,RB,-,-,-,-,-,345.00,-,-,,,,
T619,John Lovett,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Kay'Ron Lynch-Adams,FA,RB,-,-,-,-,-,320.00,-,-,,,,
T619,Phil Mafah,DAL,RB,339.74,-,170.00,90.80,247.86,-,-,318.80,1.24,,,
T619,Marcus Major,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Ty Johnson,BUF,RB,333.47,-,170.00,-,266.27,-,540.30,420.00,0.97,,Ques,Ankle
T619,Anthony Jones,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Kerryon Johnson,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Montrell Johnson,CAR,RB,-,-,-,-,-,-,-,-,,,,
T619,Jordan James,SF,RB,317.96,-,170.00,59.80,258.50,270.90,503.10,223.30,1.33,,,
T619,Joshua Kelley,FA,RB,-,-,170.00,-,-,-,-,-,,,,
T619,John Kelly,FA,RB,-,-,170.00,-,-,-,-,-,,,,
T619,Jacob Kibodi,FA,RB,-,-,170.00,-,-,-,-,-,,,,
T619,Adrian Killins,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Corey Kiner,ARI,RB,-,-,170.00,-,-,-,-,452.70,,,,
T619,Bam Knight,ARI,RB,-,-,170.00,-,241.10,584.50,666.00,-,,,Ques,Ankle
T619,Brenden Knox,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Bryant Koback,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Khalan Laborn,FA,RB,-,-,-,-,-,-,-,-,,,,
T619,Corey Bojorquez,CLE,P,-,-,170.00,-,-,-,-,-,,,,
T619,Jack Browning,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,James Burnip,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Jake Camarda,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,AJ Cole,LV,P,-,-,170.00,-,-,-,-,-,,,,
T619,Logan Cooke,JAX,P,-,-,170.00,-,-,-,-,-,,,,
T619,Nolan Cooney,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Jeremy Crawshaw,DEN,P,-,-,170.00,-,-,-,-,-,,,,
T619,Michael Dickson,SEA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Riley Dixon,TB,P,-,-,170.00,-,-,-,-,-,,,,
T619,Ethan Evans,LAR,P,-,-,170.00,-,-,-,-,-,,,,
T619,Jack Fox,DET,P,-,-,170.00,-,-,-,-,-,,,,
T619,Trenton Gill,ATL,P,-,-,170.00,-,-,-,-,-,,,,
T619,Jamie Gillan,NYG,P,-,-,170.00,-,-,-,-,-,,,,
T619,Blake Gillikin,ARI,P,-,-,170.00,-,-,-,-,-,,,Ques,Back
T619,Matt Haack,ARI,P,-,-,170.00,-,-,-,-,-,,,,
T619,Pressley Harvin,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Matthew Hayball,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Lou Hedley,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Johnny Hekker,TEN,P,-,-,170.00,-,-,-,-,-,,,,
T619,Cameron Johnston,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Chris Jones,FA,P,-,-,170.00,-,-,-,-,-,,,Ques,Abdomen
T619,Kai Kroeger,NO,P,-,-,170.00,-,-,-,-,-,,,,
T619,Ty Long,FA,P,-,-,-,-,-,606.00,-,-,,,,
T619,Braden Mann,PHI,P,-,-,170.00,-,-,-,-,-,,,,
T619,Sam Martin,CAR,P,-,-,170.00,-,-,-,-,-,,,,
T619,Austin McNamara,NYJ,P,-,-,170.00,-,-,-,-,-,,,,
T619,Thomas Morstead,SF,P,-,-,170.00,-,-,-,-,-,,,,
T619,Pat O'Donnell,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Michael Palardy,FA,P,-,-,170.00,-,-,432.00,-,-,,,,
T619,Bradley Pinion,ATL,P,-,-,170.00,-,-,-,-,-,,,,
T619,Ryan Rehkow,CIN,P,-,-,170.00,-,-,-,-,-,,,,
T619,Brad Robbins,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Rigoberto Sanchez,IND,P,-,-,170.00,-,-,-,-,-,,,,
T619,JK Scott,LAC,P,-,-,170.00,-,-,-,-,-,,,,
T619,Arryn Siposs,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Ryan Stonehouse,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Jordan Stout,BAL,P,-,-,170.00,-,-,-,-,-,,,,
T619,Tory Taylor,CHI,P,-,-,170.00,-,-,-,-,-,,,,
T619,Tommy Townsend,HOU,P,-,-,170.00,-,-,-,-,-,,,,
T619,Corliss Waitman,PIT,P,-,-,170.00,-,-,-,-,-,,,,
T619,Tress Way,WAS,P,-,-,170.00,-,-,-,-,-,,,,
T619,Daniel Whelan,GB,P,-,-,170.00,-,-,-,-,-,,,,
T619,Matt Wile,FA,P,-,-,-,-,-,460.40,-,-,,,,
T619,Brad Wing,FA,P,-,-,170.00,-,-,-,-,-,,,,
T619,Mitch Wishnowsky,BUF,P,-,-,170.00,-,-,-,-,-,,,,
T619,Nathaniel Watson,CLE,LB,-,-,170.00,-,-,-,-,-,,,Ques,Biceps
T619,T.J. Watt,PIT,LB,340.00,-,170.00,-,-,533.00,8.10,-,,,,
T619,Markees Watts,TB,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Marlowe Wax,LAC,LB,-,-,170.00,-,-,-,-,-,,,,
T619,J.J. Weaver,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Rashad Weaver,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Kristian Welch,GB,LB,-,-,170.00,-,-,-,-,-,,,Ques,Ankle
T619,Julius Welschof,PIT,LB,-,-,-,-,-,-,-,-,,,,
T619,Pete Werner,NO,LB,-,-,170.00,-,-,-,502.40,-,,,,
T619,Ja'Markis Weston,SEA,LB,-,-,-,-,-,-,-,-,,,,
T619,DaShaun White,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Devin White,LV,LB,-,-,170.00,-,-,-,379.70,-,2.79,,,
T619,Kyzir White,FA,LB,-,-,170.00,-,-,-,493.60,-,,,,
T619,Benton Whitley,TB,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Nate Wieland,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Chase Williams,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Dorian Williams,BUF,LB,-,-,170.00,-,-,-,422.40,-,,,Ques,Neck
T619,James Williams,TEN,LB,-,-,170.00,-,-,-,-,-,,,Ques,Shoulder - AC Joint
T619,Jonah Williams,NO,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Quincy Williams,NYJ,LB,340.00,-,170.00,-,-,-,209.80,-,,,Ques,Hand
T619,Eric Wilson,MIN,LB,-,-,170.00,-,-,-,561.00,-,,,,
T619,Logan Wilson,FA,LB,340.00,-,170.00,-,-,-,214.20,-,,,,
T619,Mack Wilson,ARI,LB,-,-,170.00,-,-,-,-,-,,,Ques,Ribs
T619,Payton Wilson,PIT,LB,-,-,170.00,-,-,-,296.70,-,,,,
T619,Jacoby Windmon,CAR,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Dee Winters,SF,LB,-,-,170.00,-,-,-,642.00,-,,,,
T619,D.J. Wonnum,CAR,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Jackson Woodard,MIA,LB,-,-,-,-,-,-,-,-,,,,
T619,Josh Woods,ATL,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Chandler Wooten,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Oshane Ximines,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Cody Parkey,FA,K,-,-,-,-,-,598.40,-,-,,,,
T619,Riley Patterson,MIA,K,-,-,170.00,-,-,488.50,606.00,-,,,,
T619,Eddy Pineiro,SF,K,-,-,170.00,-,-,434.00,603.80,-,,,,
T619,Jack Podlesny,FA,K,-,-,-,-,-,582.00,-,-,,,,
T619,B.T. Potter,FA,K,-,-,-,-,-,392.00,-,-,,,,
T619,Matt Prater,BUF,K,-,-,170.00,-,-,465.20,622.70,-,,,,
T619,Alex Quevedo,FA,K,-,-,-,-,-,631.30,-,-,,,,
T619,Trevor Moore,FA,K,-,-,-,-,-,545.00,-,-,,,,
T619,Marshall Morgan,FA,K,-,-,-,-,-,522.00,-,-,,,,
T619,Cole Murphy,FA,K,-,-,-,-,-,586.80,-,-,,,,
T619,Jason Myers,SEA,K,287.34,-,170.00,179.17,-,530.90,368.60,292.00,,,,
T619,Chris Naggar,FA,K,-,-,-,-,-,442.80,-,-,,,,
T619,Brayden Narveson,FA,K,-,-,170.00,-,-,642.50,-,-,,,,
T619,Quinn Nordin,FA,K,-,-,-,-,-,474.50,-,-,,,Ques,Undisclosed
T619,Brandon McManus,GB,K,320.69,-,170.00,169.85,-,494.70,613.90,289.70,0.93,,,
T619,Mark McNamee,FA,K,-,-,-,-,-,538.20,-,-,,,,
T619,Justin Rohrwasser,FA,K,-,-,-,-,-,562.90,-,-,,,,
T619,Parker Romo,FA,K,-,-,170.00,-,-,-,614.00,-,,,,
T619,Aldrick Rosas,FA,K,-,-,-,-,-,590.20,-,-,,,Ques,Undisclosed
T619,Chad Ryland,ARI,K,331.46,-,170.00,-,-,607.10,630.00,371.00,,,,
T619,Jason Sanders,MIA,K,244.20,-,170.00,173.18,-,611.30,594.00,331.00,,,Ques,Hip
T619,Cairo Santos,CHI,K,334.25,-,170.00,-,-,552.20,548.00,259.00,,,,
T619,Ryan Santoso,FA,K,-,-,-,-,-,461.30,-,-,,,,
T619,Ben Sauls,NYG,K,-,-,-,-,-,654.20,-,-,,,,
T619,Nick Sciba,FA,K,-,-,170.00,-,-,555.00,-,-,,,,
T619,Austin Seibert,FA,K,-,-,170.00,-,-,625.00,-,-,,,,
T619,Spencer Shrader,IND,K,337.58,-,170.00,-,-,577.30,435.10,369.00,,,Ques,Knee - ACL + MCL
T619,Caleb Shudak,FA,K,-,-,170.00,-,-,-,-,-,,,,
T619,Sam Sloman,FA,K,-,-,-,-,-,365.00,-,-,,,,
T619,Joey Slye,TEN,K,337.41,-,170.00,-,-,573.90,584.70,-,,,,
T619,Charlie Smyth,NO,K,-,-,-,-,-,692.60,-,-,,,,
T619,Ryan Succop,FA,K,-,-,-,-,-,579.40,-,-,,,,
T619,Andre Szmyt,CLE,K,335.33,-,170.00,-,-,565.00,646.00,-,,,,
T619,Shaq Smith,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Tyreke Smith,KC,LB,-,-,170.00,-,-,-,-,-,,,,
T619,James Smith-Williams,FA,LB,-,-,170.00,-,-,-,-,-,,,Ques,Lower Leg
T619,Baylon Spector,BUF,LB,-,-,170.00,-,-,-,-,-,,,,
T619,E.J. Speed,HOU,LB,340.00,-,170.00,-,-,-,328.00,-,,,,
T619,Omar Speights,LAR,LB,-,-,170.00,-,-,-,385.00,-,,,,
T619,Robert Spillane,NE,LB,340.00,-,170.00,-,-,-,145.80,-,,,,
T619,Isaiah Stalbird,NO,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Josaiah Stewart,LAR,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Justin Strnad,DEN,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Grant Stuard,DET,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Nathan Stupar,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Danny Stutsman,NO,LB,-,-,170.00,61.74,-,-,506.80,-,,,,
T619,Ty Summers,FA,LB,-,-,170.00,-,-,-,-,-,,,Out,Foot
T619,Chazz Surratt,SEA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Josh Sweat,ARI,LB,-,-,170.00,-,-,-,318.30,-,,,,
T619,Bradyn Swinson,NE,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Sione Takitaki,FA,LB,-,-,170.00,-,-,-,-,-,,,Ques,Hamstring
T619,Jahlani Tavai,NE,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Adarius Taylor,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Kayvon Thibodeaux,NYG,LB,-,-,170.00,-,-,-,207.40,-,,,Ques,Shoulder
T619,Brayden Thomas,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,DQ Thomas,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Drake Thomas,SEA,LB,-,-,170.00,-,-,-,536.30,-,,,,
T619,Isaiah Thomas,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Keir Thomas,LAR,LB,-,-,170.00,-,-,-,-,-,,,Ques,Undisclosed
T619,Xavier Thomas,HOU,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Shaq Thompson,BUF,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Dondrea Tillman,DEN,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Channing Tindall,ARI,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee
T619,Henry To'oTo'o,HOU,LB,-,-,170.00,-,-,-,320.50,-,,,,
T619,Max Tooley,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Drue Tranquill,KC,LB,-,-,170.00,-,-,-,419.70,-,,,,
T619,Bralen Trice,ATL,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee
T619,Jeremiah Trotter,PHI,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Andrew Trumbetti,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Tuli Tuipulotu,LAC,LB,340.00,-,170.00,-,-,-,285.20,-,,,,
T619,Dallas Turner,MIN,LB,-,-,170.00,-,-,-,298.40,-,,,,
T619,Ezekiel Turner,DET,LB,-,-,170.00,-,-,-,-,-,,,Ques,Foot
T619,Joshua Uche,PHI,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Edefuan Ulofoshio,CLE,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Princely Umanmielen,CAR,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Andrew Van Ginkel,MIN,LB,-,-,170.00,-,-,-,143.10,-,,,,
T619,Kyle Van Noy,BAL,LB,-,-,170.00,-,-,-,404.00,-,2.14,,,
T619,Zeke Vandenburgh,FA,LB,-,-,-,-,-,-,-,-,,,Ques,Leg
T619,Zach VanValkenburg,FA,LB,-,-,170.00,-,-,-,-,-,,,Ques,Undisclosed
T619,Jared Verse,LAR,LB,340.00,-,170.00,-,-,-,116.40,-,,,,
T619,Nick Vigil,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Luiji Vilain,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Barrington Wade,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Bobby Wagner,WAS,LB,340.00,-,170.00,-,-,-,148.00,-,4.75,,,
T619,Anthony Walker,TB,LB,-,-,170.00,-,-,-,-,-,,,Ques,Ankle
T619,David Walker,TB,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee - ACL
T619,Jalon Walker,ATL,LB,-,-,170.00,45.24,-,-,191.10,-,,,,
T619,Mykal Walker,NYJ,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Quay Walker,GB,LB,-,-,170.00,-,-,-,180.00,-,,,,
T619,Trevin Wallace,CAR,LB,-,-,170.00,-,-,-,503.00,-,,,Ques,Shoulder
T619,Garret Wallow,SF,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Jihad Ward,TEN,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Greg Zuerlein,FA,K,-,-,170.00,-,-,520.10,-,-,,,Ques,Knee
T619,Yasir Abdullah,JAX,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Matthew Adams,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Aaron Adeoye,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Mitchell Agude,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Austin Ajiake,IND,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Azeez Al-Shaair,HOU,LB,340.00,-,170.00,-,-,-,206.40,-,,,Ques,Thumb
T619,Jaylan Alexander,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Kwon Alexander,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Christopher Allen,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Jaylon Allen,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Troy Andersen,ATL,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee
T619,Nick Anderson,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Joe Andreessen,BUF,LB,-,-,170.00,-,-,-,644.00,-,,,,
T619,Andre Anthony,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Alex Anzalone,DET,LB,-,-,170.00,-,-,-,305.00,-,,,Ques,Concussion
T619,Kam Arnold,KC,LB,-,-,-,-,-,-,-,-,,,,
T619,Brian Asamoah,CIN,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee
T619,Joe Bachie,TEN,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Levelle Bailey,DEN,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Markus Bailey,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Jerome Baker,CLE,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Keshawn Banks,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Derrick Barnes,DET,LB,-,-,170.00,-,-,-,423.00,-,,,,
T619,Krys Barnes,CAR,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Zaire Barnes,NYG,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Amare Barno,FA,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee
T619,Anthony Barr,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Michael Barrett,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Shaquil Barrett,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Mark Barron,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Jared Bartlett,CAR,LB,-,-,-,-,-,-,-,-,,,,
T619,Cody Barton,TEN,LB,-,-,170.00,-,-,-,340.40,-,,,,
T619,Boogie Basham,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Jeffrey Bassa,KC,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Tyler Batty,MIN,LB,-,-,-,-,-,-,-,-,,,,
T619,Bo Bauer,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Zack Baun,PHI,LB,340.00,-,170.00,-,-,-,94.20,-,,,,
T619,Aaron Beasley,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Darrian Beavers,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Quinton Bell,MIA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Nick Bellore,WAS,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Parris Bennett,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Ja'Whaun Bentley,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Al-Rasheed Benton,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Terrel Bernard,BUF,LB,-,-,170.00,-,-,-,153.50,-,,,Ques,Calf
T619,JD Bertrand,ATL,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Tatum Bethune,SF,LB,-,-,170.00,-,-,-,571.30,-,,,Ques,Groin
T619,Asmar Bilal,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Diwun Black,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Chris Board,NYG,LB,-,-,170.00,-,-,-,-,-,,,Ques,Chest
T619,Curtis Bolton,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Nick Bolton,KC,LB,340.00,-,170.00,-,-,-,106.20,-,,,,
T619,Nik Bonitto,DEN,LB,-,-,170.00,-,-,-,10.00,-,,,Ques,Wrist
T619,Ben Boulware,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Tyus Bowser,FA,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee
T619,Swayze Bozeman,NYG,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Nigel Bradham,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Shaun Bradley,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,William Bradley-King,SF,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Chris Braswell,TB,LB,-,-,170.00,-,-,-,-,-,,,,
T619,K.J. Britt,MIA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Jordyn Brooks,MIA,LB,340.00,-,170.00,-,-,-,117.90,-,,,,
T619,Beniquez Brown,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Cam Brown,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Baron Browning,ARI,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Carson Bruener,PIT,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Teddye Buchanan,BAL,LB,-,-,170.00,84.22,-,-,-,-,,,Ques,Knee - ACL
T619,John Bullock,IND,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Calvin Bundage,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Oren Burks,CIN,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Amari Burney,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Brian Burns,NYG,LB,340.00,-,170.00,-,-,-,121.70,-,,,,
T619,Ben Burr-Kirven,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Devin Bush,CLE,LB,-,-,170.00,-,-,-,567.00,-,,,,
T619,Darien Butler,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Chance Campbell,PHI,LB,-,-,170.00,-,-,-,-,-,,,,
T619,De'Vondre Campbell,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Jack Campbell,DET,LB,-,-,170.00,-,-,-,186.10,-,,,,
T619,Jihaad Campbell,PHI,LB,-,-,170.00,39.30,-,-,225.40,-,,,,
T619,Jaylon Carlies,IND,LB,-,-,170.00,-,-,-,424.10,-,4.41,,,
T619,Owen Carney,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Tariq Carpenter,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Abdul Carter,NYG,LB,-,-,170.00,33.01,-,-,104.00,-,,,,
T619,Barrett Carter,CIN,LB,-,-,170.00,87.39,-,-,491.40,-,,,,
T619,Lorenzo Carter,FA,LB,-,-,170.00,-,-,-,-,-,,,Reserve-Ret,Undisclosed
T619,Aaron Casey,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Blake Cashman,MIN,LB,340.00,-,170.00,-,-,-,275.30,-,,,,
T619,K'Lavon Chaisson,NE,LB,-,-,170.00,-,-,-,605.00,-,,,,
T619,Chaz Chambliss,MIN,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Leo Chenal,KC,LB,-,-,170.00,-,-,-,-,-,,,Ques,Shoulder
T619,Claudin Cherelus,CAR,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Cole Christiansen,KC,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Brandon Chubb,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Jimmy Ciarlo,BUF,LB,-,-,-,-,-,-,-,-,,,,
T619,Damone Clark,HOU,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Frank Clark,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Jack Cochrane,KC,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Dylan Cole,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,DJ Coleman,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Zaven Collins,ARI,LB,-,-,170.00,-,-,-,661.30,-,,,,
T619,Junior Colson,LAC,LB,-,-,170.00,-,-,-,426.40,-,,,Ques,Shoulder
T619,Edgerrin Cooper,GB,LB,340.00,-,170.00,-,-,-,185.70,-,,,Ques,Ankle
T619,Jonathon Cooper,DEN,LB,-,-,170.00,-,-,-,262.90,-,,,,
T619,Carter Coughlin,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Jabril Cox,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Tae Crowder,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Zach Cunningham,DET,LB,-,-,170.00,-,-,-,-,-,,,Ques,Hamstring
T619,Isaac Darkangelo,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Lavonte David,TB,LB,340.00,-,170.00,-,-,-,289.20,-,4.64,,,
T619,Demario Davis,NO,LB,340.00,-,170.00,-,-,-,346.90,-,3.63,,,
T619,Jamin Davis,LV,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Tae Davis,FA,LB,-,-,170.00,-,-,-,-,-,,,Ques,Foot
T619,Akeem Davis-Gaither,ARI,LB,-,-,170.00,-,-,-,479.00,-,3.04,,,
T619,Divine Deablo,ATL,LB,-,-,170.00,-,-,-,475.50,-,,,,
T619,Nakobe Dean,PHI,LB,-,-,170.00,-,-,-,264.20,-,,,,
T619,SirVocea Dennis,TB,LB,-,-,170.00,-,-,-,478.60,-,,,,
T619,Mohamoud Diabate,CLE,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Yaya Diaby,TB,LB,-,-,170.00,-,-,-,265.60,-,,,,
T619,Xzavier Dickson,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Fadil Diggs,NO,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Victor Dimukeje,NYG,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee
T619,Tyrel Dodson,MIA,LB,-,-,170.00,-,-,-,303.00,-,,,,
T619,Shaun Dolac,LAR,LB,-,-,170.00,-,-,-,-,-,,,Ques,Knee - PCL
T619,Aaron Donkor,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Devante Downs,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Khalid Duke,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Bud Dupree,LAC,LB,-,-,170.00,-,-,-,-,-,,,Ques,Hamstring
T619,Landis Durham,FA,LB,-,-,-,-,-,-,-,-,,,,
T619,Troy Dye,LAC,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Kenny Dyson,FA,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Arnold Ebiketie,ATL,LB,-,-,170.00,-,-,-,-,-,,,,
T619,Tremaine Edmunds,CHI,LB,-,-,170.00,-,-,-,271.90,-,,,,
T619,T.J. Edwards,CHI,LB,340.00,-,170.00,-,-,-,107.30,-,,,Ques,Lower Leg
T619,Sam Eguavoen,FA,LB,-,-,170.00,-,-,-,-,-,,,,
